prefix;date;station_name;value;value_flu;read_value_flu;transmission_type_name;qtd_measurements;max_value
62752000;2022-08-08 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.323.404.255.319.140;9.323.404.255.319.140;6.586.702.127.659.570;WEBSERVICE;94;94.0
62752000;2022-08-09 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;953.125;953.125;7.023.645.833.333.330;WEBSERVICE;96;97.0
62752000;2022-08-10 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.169.791.666.666.600;10.169.791.666.666.600;8.467.812.499.999.990;WEBSERVICE;96;106.0
62752000;2022-08-11 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;107.5;107.5;9.883.958.333.333.320;WEBSERVICE;96;109.0
62752000;2022-08-12 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.339.583.333.333.300;10.339.583.333.333.300;8.869.999.999.999.980;WEBSERVICE;96;107.0
62752000;2022-08-13 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.956.382.978.723.400;9.956.382.978.723.400;7.959.680.851.063.820;WEBSERVICE;94;100.0
62752000;2022-08-14 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.826.190.476.190.470;9.826.190.476.190.470;7.667.619.047.619.050;WEBSERVICE;84;99.0
62752000;2022-08-15 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.688.541.666.666.660;9.688.541.666.666.660;7.364.791.666.666.660;WEBSERVICE;96;98.0
62752000;2022-08-16 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.442.708.333.333.330;9.442.708.333.333.330;6.835.312.499.999.990;WEBSERVICE;96;97.0
62752000;2022-08-17 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.376.041.666.666.660;9.376.041.666.666.660;6.694.166.666.666.670;WEBSERVICE;96;95.0
62752000;2022-08-18 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.446.875;9.446.875;6.839.270.833.333.330;WEBSERVICE;96;96.0
62752000;2022-08-19 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.379.166.666.666.660;9.379.166.666.666.660;6.700.833.333.333.340;WEBSERVICE;96;96.0
62752000;2022-08-20 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;924.375;924.375;6.421.874.999.999.990;WEBSERVICE;96;93.0
62752000;2022-08-21 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.321.875;9.321.875;6.582.187.500.000.000;WEBSERVICE;96;95.0
62752000;2022-08-22 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.440.625;9.440.625;6.825.312.500.000.010;WEBSERVICE;96;95.0
62752000;2022-08-23 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.261.458.333.333.330;9.261.458.333.333.330;64.585.416.666.666.700;WEBSERVICE;96;94.0
62752000;2022-08-24 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.284.375;9.284.375;6.504.791.666.666.670;WEBSERVICE;96;94.0
62752000;2022-08-25 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.317.708.333.333.330;9.317.708.333.333.330;6.575.104.166.666.670;WEBSERVICE;96;94.0
62752000;2022-08-26 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.180.208.333.333.330;9.180.208.333.333.330;6.292.916.666.666.660;WEBSERVICE;96;93.0
62752000;2022-08-27 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.060.416.666.666.660;9.060.416.666.666.660;6.050.833.333.333.330;WEBSERVICE;96;91.0
62752000;2022-08-28 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.069.791.666.666.660;9.069.791.666.666.660;6.069.583.333.333.320;WEBSERVICE;96;92.0
62752000;2022-08-29 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.972.916.666.666.660;8.972.916.666.666.660;5.881.562.500.000.000;WEBSERVICE;96;92.0
62752000;2022-08-30 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.746.875;8.746.875;5.449.062.500.000.000;WEBSERVICE;96;88.0
62752000;2022-08-31 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;89.0;89.0;5.741.979.166.666.660;WEBSERVICE;96;91.0
62752000;2022-09-01 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.048.958.333.333.330;9.048.958.333.333.330;6.027.916.666.666.660;WEBSERVICE;96;91.0
62752000;2022-09-02 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;891.875;891.875;57.770.833.333.333.300;WEBSERVICE;96;91.0
62752000;2022-09-03 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.758.333.333.333.330;8.758.333.333.333.330;5.470.833.333.333.340;WEBSERVICE;96;88.0
62752000;2022-09-04 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.765.625;8.765.625;5.484.687.500.000.000;WEBSERVICE;96;89.0
62752000;2022-09-05 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.719.791.666.666.660;8.719.791.666.666.660;5.397.604.166.666.670;WEBSERVICE;96;88.0
62752000;2022-09-06 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.696.875;8.696.875;5.354.375.000.000.000;WEBSERVICE;96;87.0
62752000;2022-09-07 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.928.125;8.928.125;5.800.312.500.000.000;WEBSERVICE;96;92.0
62752000;2022-09-08 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;935.625;935.625;66.558.333.333.333.200;WEBSERVICE;96;96.0
62752000;2022-09-09 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.583.333.333.333.330;9.583.333.333.333.330;7.133.333.333.333.340;WEBSERVICE;96;96.0
62752000;2022-09-10 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.436.458.333.333.330;9.436.458.333.333.330;6.816.562.500.000.000;WEBSERVICE;96;95.0
62752000;2022-09-11 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.280.208.333.333.330;9.280.208.333.333.330;6.496.666.666.666.650;WEBSERVICE;96;94.0
62752000;2022-09-12 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.084.375;9.084.375;6.099.791.666.666.660;WEBSERVICE;96;93.0
62752000;2022-09-13 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;8.939.583.333.333.330;8.939.583.333.333.330;5.815.208.333.333.330;WEBSERVICE;96;90.0
62752000;2022-09-14 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.272.916.666.666.660;9.272.916.666.666.660;6.490.520.833.333.320;WEBSERVICE;96;97.0
62752000;2022-09-15 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.220.833.333.333.300;10.220.833.333.333.300;8.603.124.999.999.990;WEBSERVICE;96;108.0
62752000;2022-09-16 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.520.833.333.333.300;10.520.833.333.333.300;931.072.916.666.666;WEBSERVICE;96;107.0
62752000;2022-09-17 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.166.666.666.666.600;10.166.666.666.666.600;844.999.999.999.998;WEBSERVICE;96;103.0
62752000;2022-09-18 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.933.333.333.333.330;9.933.333.333.333.330;790.666.666.666.666;WEBSERVICE;96;101.0
62752000;2022-09-19 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;963.125;963.125;7.239.791.666.666.670;WEBSERVICE;96;99.0
62752000;2022-09-20 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;92.875;92.875;6.511.250.000.000.000;WEBSERVICE;96;95.0
62752000;2022-09-21 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;93.125;93.125;6.564.895.833.333.330;WEBSERVICE;96;98.0
62752000;2022-09-22 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.895.833.333.333.330;9.895.833.333.333.330;7.830.937.499.999.990;WEBSERVICE;96;104.0
62752000;2022-09-23 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;11.213.541.666.666.600;11.213.541.666.666.600;11.133.958.333.333.300;WEBSERVICE;96;115.0
62752000;2022-09-24 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;11.238.235.294.117.600;11.238.235.294.117.600;1.117.911.764.705.880;WEBSERVICE;34;114.0
62752000;2022-09-25 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.158.333.333.333.300;10.158.333.333.333.300;843.130.952.380.952;WEBSERVICE;84;104.0
62752000;2022-09-26 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.859.375;9.859.375;7.742.083.333.333.330;WEBSERVICE;96;100.0
62752000;2022-09-27 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.836.458.333.333.330;9.836.458.333.333.330;7.690.208.333.333.340;WEBSERVICE;96;99.0
62752000;2022-09-28 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.186.458.333.333.300;10.186.458.333.333.300;851.197.916.666.666;WEBSERVICE;96;108.0
62752000;2022-09-29 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;11.011.458.333.333.300;11.011.458.333.333.300;1.056.822.916.666.660;WEBSERVICE;96;111.0
62752000;2022-09-30 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.853.125;10.853.125;10.154.999.999.999.900;WEBSERVICE;96;111.0
62752000;2022-10-01 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.411.458.333.333.300;10.411.458.333.333.300;9.041.770.833.333.320;WEBSERVICE;96;106.0
62752000;2022-10-02 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;10.209.375;10.209.375;8.552.499.999.999.980;WEBSERVICE;96;103.0
62752000;2022-10-03 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;100.25;100.25;8.117.812.499.999.980;WEBSERVICE;96;102.0
62752000;2022-10-04 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.763.541.666.666.660;9.763.541.666.666.660;75.306.249.999.999.900;WEBSERVICE;96;100.0
62752000;2022-10-05 00:00:00 UTC;UHE IBITINGA INVERNADA RECREIO;9.655.208.333.333.330;9.655.208.333.333.330;7.291.458.333.333.330;WEBSERVICE;96;98.0
