prefix;date;station_name;value;value_flu;read_value_flu;transmission_type_name;qtd_measurements;max_value
62776800;2022-10-24 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;11.716.666.666.666.600;11.716.666.666.666.600;19.722.187.499.999.900;WEBSERVICE;96;120.0
62776800;2022-10-25 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;11.395.833.333.333.300;11.395.833.333.333.300;18.481.458.333.333.300;WEBSERVICE;96;118.0
62776800;2022-10-26 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;11.460.416.666.666.600;11.460.416.666.666.600;18.741.770.833.333.300;WEBSERVICE;96;120.0
62776800;2022-10-27 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;10.641.666.666.666.600;10.641.666.666.666.600;1.575.979.166.666.660;WEBSERVICE;96;111.0
62776800;2022-10-28 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;10.007.291.666.666.600;10.007.291.666.666.600;13.629.374.999.999.900;WEBSERVICE;96;104.0
62776800;2022-10-29 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;10.135.416.666.666.600;10.135.416.666.666.600;14.050.833.333.333.300;WEBSERVICE;96;108.0
62776800;2022-10-30 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;11.335.416.666.666.600;11.335.416.666.666.600;18.330.833.333.333.300;WEBSERVICE;96;124.0
62776800;2022-10-31 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;12.084.375;12.084.375;2.116.020.833.333.330;WEBSERVICE;96;127.0
62776800;2022-11-01 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;12.773.958.333.333.300;12.773.958.333.333.300;24.020.208.333.333.300;WEBSERVICE;96;137.0
62776800;2022-11-02 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;1.303.125;1.303.125;25.173.020.833.333.300;WEBSERVICE;96;145.0
62776800;2022-11-03 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;12.396.875;12.396.875;22.603.229.166.666.600;WEBSERVICE;96;158.0
62776800;2022-11-04 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;11.215.625;11.215.625;17.816.666.666.666.600;WEBSERVICE;96;120.0
62776800;2022-11-05 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;1.049.375;1.049.375;15.245.937.500.000.000;WEBSERVICE;96;109.0
62776800;2022-11-06 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;10.596.875;10.596.875;156.021.875;WEBSERVICE;96;117.0
62776800;2022-11-07 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;10.467.708.333.333.300;10.467.708.333.333.300;15.161.666.666.666.600;WEBSERVICE;96;110.0
62776800;2022-11-08 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;10.896.875;10.896.875;16.648.958.333.333.300;WEBSERVICE;96;111.0
62776800;2022-11-09 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;10.867.708.333.333.300;10.867.708.333.333.300;1.654.427.083.333.330;WEBSERVICE;96;111.0
62776800;2022-11-10 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;10.165.625;10.165.625;14.209.583.333.333.300;WEBSERVICE;96;109.0
62776800;2022-11-11 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;10.192.682.926.829.200;10.192.682.926.829.200;14.293.170.731.707.300;WEBSERVICE;41;112.0
62776800;2022-11-17 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;115.75;115.75;1.919.369.047.619.040;WEBSERVICE;84;123.0
62776800;2022-11-18 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;10.438.541.666.666.600;10.438.541.666.666.600;15.058.229.166.666.600;WEBSERVICE;96;109.0
62776800;2022-11-19 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;100.875;100.875;13.952.395.833.333.300;WEBSERVICE;96;111.0
62776800;2022-11-20 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;9.791.666.666.666.660;9.791.666.666.666.660;1.303.520.833.333.330;WEBSERVICE;96;108.0
62776800;2022-11-21 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;103.75;103.75;14.933.229.166.666.600;WEBSERVICE;96;126.0
62776800;2022-11-22 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;10.765.625;10.765.625;16.184.791.666.666.600;WEBSERVICE;96;110.0
62776800;2022-11-23 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;10.673.958.333.333.300;10.673.958.333.333.300;15.881.666.666.666.600;WEBSERVICE;96;111.0
62776800;2022-11-24 00:00:00 UTC;UHE IBITINGA GAVIÃO PEIXOTO;10.779.166.666.666.600;10.779.166.666.666.600;16.249.479.166.666.600;WEBSERVICE;96;114.0
